Area,Division,House Type,Family income,Monthly electricity bill,Bill more than 800 or not,Monthly gas bill,Electricity supply,Average loadshedding duration (hours) Per Day,Loadshedding rate,Have voltage stabilizer,Have electricity meter,Percentage of income used in electricity bil
Rural,Rajshahi,Kaccha,15000,210,0,0,Yes,8,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Kaccha,15000,400,0,0,Yes,8,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Pucca,15000,500,0,0,Yes,7,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,35000,1000,1,0,Yes,8,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,15000,1200,1,0,Yes,5,Few times a day,Yes,Yes,8%
Rural,Rajshahi,Kaccha,15000,1200,1,0,Yes,5,Few times a day,Yes,Yes,8%
Rural,Rajshahi,Kaccha,25000,300,0,0,Yes,5,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Kaccha,15000,1000,1,0,Yes,5,Few times a day,Yes,Yes,7%
Rural,Rajshahi,Kaccha,15000,700,0,0,Yes,5,Few times a day,Yes,Yes,5%
Rural,Rajshahi,Mixed,8000,800,1,0,Yes,5,Few times a day,Yes,Yes,10%
Rural,Rajshahi,Kaccha,8000,520,0,0,Yes,8,Few times a day,Yes,Yes,7%
Rural,Rajshahi,Pucca,35000,1350,1,0,Yes,4,Few times a day,Yes,Yes,4%
Rural,Rajshahi,Kaccha,25000,250,0,0,Yes,5,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Kaccha,25000,250,0,0,Yes,5,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Pucca,15000,400,0,0,Yes,5,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,15000,500,0,0,Yes,5,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,15000,650,0,0,Yes,6,Few times a day,Yes,Yes,4%
Rural,Rajshahi,Pucca,15000,500,0,0,Yes,4,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,15000,1200,1,0,Yes,5,Few times a day,Yes,Yes,8%
Rural,Rajshahi,Kaccha,8000,200,0,0,Yes,6,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Mixed,8000,200,0,0,Yes,6,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,8000,200,0,0,Yes,8,Few times a day,Yes,Yes,3%
Rural,Rajshahi,Kaccha,35000,200,0,0,Yes,7,Few times a day,Yes,Yes,1%
Rural,Rajshahi,Kaccha,15000,300,0,0,Yes,5,Few times a day,Yes,Yes,2%
Rural,Rajshahi,Kaccha,15000,370,0,0,Yes,8,Few times a day,Yes,Yes,2%
Rural,Rangpur,Kaccha,15000,500,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Rangpur,Mixed,15000,200,0,0,No,,,,,1%
Rural,Rangpur,Mixed,45000,400,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,300,0,0,Yes,10,Few times a day,Yes,Yes,2%
Rural,Rangpur,Mixed,25000,200,0,0,Yes,10,Few times a day,No,Yes,1%
Rural,Rangpur,Pucca,35000,205,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,200,0,0,No,,,,,1%
Rural,Rangpur,Mixed,35000,240,0,0,Yes,10,Few times a day,No,Yes,1%
Rural,Rangpur,Kaccha,15000,450,0,0,Yes,10,Few times a day,Yes,Yes,3%
Rural,Rangpur,Mixed,35000,450,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,500,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Rangpur,Kaccha,15000,200,0,0,No,,,,,1%
Rural,Rangpur,Mixed,8000,200,0,0,Yes,10,Few times a day,Yes,Yes,3%
Rural,Rangpur,Mixed,15000,200,0,0,Yes,10,Few times a day,No,Yes,1%
Rural,Rangpur,Kaccha,15000,250,0,1300,Yes,10,Few times a day,No,Yes,2%
Rural,Rangpur,Kaccha,15000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,200,0,0,Yes,10,Few times a day,No,Yes,1%
Rural,Rangpur,Pucca,15000,285,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Rangpur,Mixed,15000,250,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Rangpur,Mixed,25000,300,0,1200,Yes,10,Few times a day,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,300,0,0,Yes,5,Few times a day,Yes,Yes,2%
Rural,Rangpur,Mixed,45000,550,0,1400,Yes,5,Few times a day,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,200,0,0,Yes,5,Few times a week,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,200,0,0,Yes,7,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,200,0,0,Yes,7,Few times a day,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,300,0,0,Yes,5,Few times a week,Yes,Yes,2%
Rural,Rangpur,Kaccha,25000,200,0,1350,Yes,5,Few times a week,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,200,0,0,Yes,5,Few times a week,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,200,0,0,Yes,5,Few times a day,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,300,0,300,Yes,5,Few times a week,Yes,Yes,2%
Rural,Rangpur,Pucca,25000,500,0,1400,Yes,7,Few times a day,Yes,Yes,2%
Rural,Rangpur,Mixed,35000,500,0,1400,Yes,6,Few times a day,Yes,Yes,1%
Rural,Rangpur,Pucca,15000,500,0,1400,Yes,7,Few times a day,Yes,Yes,3%
Rural,Rangpur,Pucca,25000,200,0,0,Yes,6,Few times a day,Yes,Yes,1%
Rural,Rangpur,Pucca,25000,300,0,0,Yes,5,Few times a week,Yes,Yes,1%
Rural,Rangpur,Kaccha,15000,500,0,1450,Yes,6,Few times a day,Yes,Yes,3%
Rural,Rangpur,Pucca,25000,500,0,1350,Yes,5,Few times a week,Yes,Yes,2%
Rural,Rangpur,Mixed,25000,400,0,1400,Yes,6,Few times a day,Yes,Yes,2%
Rural,Rangpur,Pucca,25000,500,0,0,Yes,5,Few times a day,Yes,Yes,2%
Rural,Rangpur,Kaccha,45000,600,0,0,Yes,5,Few times a week,Yes,Yes,1%
Rural,Rangpur,Pucca,25000,1000,1,1400,Yes,5,Few times a day,Yes,Yes,4%
Rural,Rangpur,Pucca,25000,1400,1,0,Yes,5,Few times a week,Yes,Yes,6%
Rural,Sylhet,Mixed,35000,300,0,0,Yes,3,Few times a day,Yes,Yes,1%
Rural,Sylhet,Pucca,25000,462,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Sylhet,Pucca,25000,708,0,0,Yes,4,Few times a day,Yes,Yes,3%
Rural,Sylhet,Mixed,25000,350,0,330,Yes,4,Few times a day,Yes,Yes,1%
Rural,Sylhet,Mixed,35000,560,0,540,Yes,3,Few times a day,Yes,Yes,2%
Rural,Sylhet,Mixed,25000,400,0,0,Yes,3,Few times a day,Yes,Yes,2%
Rural,Sylhet,Mixed,35000,530,0,420,Yes,4,Few times a day,Yes,Yes,2%
Rural,Sylhet,Pucca,35000,400,0,0,Yes,5,Few times a day,Yes,Yes,1%
Rural,Sylhet,Mixed,35000,320,0,0,Yes,2,Few times a day,Yes,Yes,1%
Rural,Sylhet,Mixed,35000,450,0,0,Yes,4,Few times a day,Yes,Yes,1%
Rural,Sylhet,Pucca,45000,380,0,0,Yes,2,Few times a day,Yes,Yes,1%
Rural,Sylhet,Mixed,25000,420,0,1080,Yes,4,Few times a day,Yes,Yes,2%
Rural,Sylhet,Pucca,35000,550,0,0,Yes,8,Few times a day,Yes,No,2%
Rural,Sylhet,Pucca,35000,643,0,0,Yes,7,Few times a day,Yes,Yes,2%
Rural,Sylhet,Mixed,35000,800,1,1100,Yes,6,Few times a day,Yes,Yes,2%
Rural,Sylhet,Kaccha,35000,680,0,0,Yes,10,Few times a day,Yes,Yes,2%
Rural,Sylhet,Kaccha,35000,650,0,1100,Yes,7,Few times a day,Yes,Yes,2%
Rural,Sylhet,Kaccha,35000,874,1,1100,Yes,6,Few times a day,Yes,Yes,2%
Rural,Sylhet,Kaccha,15000,1500,1,1100,Yes,8,Few times a day,Yes,Yes,10%
Rural,Sylhet,Kaccha,15000,400,0,0,Yes,5,Few times a day,Yes,Yes,3%
Rural,Sylhet,Mixed,35000,730,0,0,Yes,5,Few times a day,Yes,Yes,2%
Rural,Sylhet,Mixed,35000,520,0,0,Yes,6,Few times a day,Yes,Yes,1%
Urban,Barisal,Kaccha,25000,403,0,0,Yes,4,Few times a day,Yes,Yes,2%
Urban,Chattogram,Pucca,45000,600,0,0,Yes,9,Once a day,Yes,Yes,1%
Urban,Chattogram,Kaccha,35000,1200,1,0,Yes,8,Once a day,Yes,Yes,3%
Urban,Chattogram,Pucca,65000,500,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Chattogram,Kaccha,15000,800,1,0,Yes,10,Few times a day,No,Yes,5%
Urban,Chattogram,Kaccha,5000,300,0,0,Yes,10,Few times a day,No,Yes,6%
Urban,Chattogram,Kaccha,35000,1000,1,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Chattogram,Mixed,15000,456,0,1200,Yes,10,Few times a day,No,Yes,3%
Urban,Chattogram,Kaccha,25000,650,0,0,Yes,10,Few times a day,No,Yes,3%
Urban,Chattogram,Kaccha,15000,200,0,0,Yes,10,Few times a day,No,Yes,1%
Urban,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Urban,Chattogram,Kaccha,5000,350,0,1200,Yes,10,Few times a day,No,Yes,7%
Urban,Chattogram,Kaccha,35000,1000,1,0,Yes,12,Few times a day,Yes,Yes,3%
Urban,Chattogram,Kaccha,35000,1000,1,200,Yes,10,Few times a day,No,Yes,3%
Urban,Barisal,Pucca,45000,2000,1,800,Yes,10,Few times a day,Yes,Yes,4%
Urban,Barisal,Pucca,25000,1300,1,1100,Yes,6,Few times a day,Yes,Yes,5%
Urban,Barisal,Kaccha,15000,350,0,500,No,,,,,2%
Urban,Barisal,Kaccha,25000,250,0,1150,Yes,4,Few times a day,Yes,Yes,1%
Urban,Barisal,Kaccha,25000,230,0,1200,Yes,5,Few times a day,No,Yes,1%
Urban,Barisal,Kaccha,25000,300,0,0,Yes,3,Few times a day,Yes,Yes,1%
Urban,Barisal,Kaccha,25000,403,0,0,Yes,4,Few times a day,Yes,Yes,2%
Urban,Chattogram,Pucca,45000,600,0,0,Yes,9,Once a day,Yes,Yes,1%
Urban,Chattogram,Kaccha,35000,1200,1,0,Yes,8,Once a day,Yes,Yes,3%
Urban,Chattogram,Pucca,65000,500,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Chattogram,Kaccha,15000,800,1,0,Yes,10,Few times a day,No,Yes,5%
Urban,Chattogram,Kaccha,5000,300,0,0,Yes,10,Few times a day,No,Yes,6%
Urban,Chattogram,Kaccha,35000,1000,1,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Chattogram,Mixed,15000,456,0,1200,Yes,10,Few times a day,No,Yes,3%
Urban,Chattogram,Kaccha,25000,650,0,0,Yes,10,Few times a day,No,Yes,3%
Urban,Chattogram,Kaccha,15000,200,0,0,Yes,10,Few times a day,No,Yes,1%
Urban,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Urban,Chattogram,Kaccha,5000,350,0,1200,Yes,10,Few times a day,No,Yes,7%
Urban,Chattogram,Kaccha,35000,1000,1,0,Yes,12,Few times a day,Yes,Yes,3%
Urban,Chattogram,Kaccha,35000,1000,1,200,Yes,10,Few times a day,No,Yes,3%
Urban,Chattogram,Pucca,45000,1000,1,1280,Yes,3,Few times a day,No,Yes,2%
Urban,Chattogram,Pucca,15000,1500,1,200,Yes,2,Few times a day,No,Yes,10%
Urban,Chattogram,Pucca,45000,900,1,500,Yes,3,Few times a day,No,No,2%
Urban,Chattogram,Pucca,25000,600,0,500,Yes,3,Few times a day,No,Yes,2%
Urban,Chattogram,Pucca,35000,600,0,500,Yes,3,Few times a day,No,Yes,2%
Urban,Chattogram,Pucca,35000,1000,1,500,Yes,3,Few times a day,No,Yes,3%
Urban,Chattogram,Pucca,15000,800,1,500,Yes,1,Few times a day,No,Yes,5%
Urban,Chattogram,Pucca,35000,1000,1,1000,Yes,2,Few times a day,Yes,Yes,3%
Urban,Chattogram,Pucca,15000,1000,1,500,Yes,1,Few times a day,No,Yes,7%
Urban,Chattogram,Pucca,35000,1500,1,1450,Yes,2,Few times a day,No,Yes,4%
Urban,Chattogram,Pucca,35000,1500,1,1450,Yes,3,Few times a day,Yes,Yes,4%
Urban,Chattogram,Pucca,65000,1000,1,1450,Yes,2,Few times a day,No,Yes,2%
Urban,Chattogram,Pucca,45000,2000,1,1450,Yes,2,Few times a day,No,Yes,4%
Urban,Chattogram,Pucca,45000,2000,1,200,Yes,3,Few times a day,Yes,Yes,4%
Urban,Dhaka,Mixed,15000,1500,1,1080,Yes,1,Few times a day,No,Yes,10%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Pucca,45000,2000,1,1000,Yes,3,Few times a week,Yes,Yes,4%
Urban,Dhaka,Pucca,65000,2000,1,1080,Yes,2,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,1100,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,15000,550,0,1080,Yes,1,Few times a day,No,Yes,4%
Urban,Dhaka,Mixed,15000,1200,1,1080,Yes,1,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,25000,1300,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Pucca,25000,1500,1,1080,Yes,1,Few times a day,No,Yes,6%
Urban,Dhaka,Pucca,25000,1600,1,216,Yes,1,Few times a day,No,No,6%
Urban,Dhaka,Mixed,25000,1800,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,25000,1900,1,216,Yes,1,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,25000,1000,1,216,Yes,1,Few times a day,No,Yes,4%
Urban,Dhaka,Pucca,45000,2000,1,400,Yes,2,Few times a day,No,Yes,4%
Urban,Dhaka,Mixed,25000,1200,1,1080,Yes,3,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,25000,1500,1,216,Yes,1,Few times a day,No,Yes,6%
Urban,Dhaka,Mixed,15000,1000,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,15000,1200,1,1080,Yes,2,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,15000,500,0,1080,Yes,1,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,15000,800,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Pucca,15000,460,0,1080,Yes,2,Once a day,No,Yes,3%
Urban,Dhaka,Mixed,15000,1000,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,15000,1000,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,15000,1000,1,1080,Yes,1,Few times a day,No,No,7%
Urban,Dhaka,Mixed,15000,1100,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Kaccha,15000,400,0,1080,Yes,2,Once a day,No,Yes,3%
Urban,Dhaka,Pucca,25000,450,0,1080,Yes,2,Few times a day,No,Yes,2%
Urban,Dhaka,Mixed,25000,800,1,1080,Yes,1,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,15000,1000,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Pucca,25000,1050,1,1080,Yes,1,Don’t know,No,Yes,4%
Urban,Dhaka,Pucca,25000,1000,1,216,Yes,1,Few times a day,No,Yes,4%
Urban,Dhaka,Mixed,25000,1100,1,1080,Yes,1,Few times a day,No,Yes,4%
Urban,Dhaka,Mixed,15000,1100,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,15000,1200,1,1080,Yes,1,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,25000,1200,1,216,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,25000,1300,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Mixed,25000,1300,1,1080,Yes,1,Few times a day,No,Yes,5%
Urban,Dhaka,Pucca,15000,1233,1,1080,Yes,2,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,15000,1800,1,216,Yes,1,Few times a day,No,Yes,12%
Urban,Dhaka,Pucca,45000,1400,1,1080,Yes,2,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,25000,1700,1,1080,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Pucca,45000,2300,1,1080,Yes,2,Once a day,No,Yes,5%
Urban,Dhaka,Pucca,15000,1800,1,1080,Yes,2,Few times a day,No,Yes,12%
Urban,Dhaka,Mixed,85000,2000,1,1080,Yes,2,Once a day,No,Yes,2%
Urban,Dhaka,Pucca,45000,2000,1,1080,Yes,2,Once a day,No,Yes,4%
Urban,Dhaka,Pucca,45000,1480,1,1080,Yes,2,Few times a day,No,Yes,3%
Urban,Dhaka,Pucca,85000,900,1,1080,Yes,2,Few times a day,No,Yes,1%
Urban,Dhaka,Pucca,100000,1500,1,1080,Yes,2,Few times a day,No,Yes,2%
Urban,Dhaka,Pucca,15000,1000,1,216,Yes,1,Few times a day,No,Yes,7%
Urban,Dhaka,Mixed,25000,1400,1,216,Yes,1,Few times a day,No,Yes,6%
Urban,Dhaka,Pucca,45000,1500,1,1080,Yes,4,Few times a day,No,Yes,3%
Urban,Dhaka,Pucca,65000,2000,1,1080,Yes,1,Once a day,No,Yes,3%
Urban,Dhaka,Pucca,15000,2000,1,0,Yes,2,Few times a day,Yes,Yes,13%
Urban,Dhaka,Kaccha,8000,200,0,0,Yes,5,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,15000,500,0,800,Yes,7,Few times a day,No,Yes,3%
Urban,Dhaka,Pucca,45000,1300,1,1100,Yes,7,Few times a day,No,Yes,3%
Urban,Dhaka,Mixed,8000,600,0,1100,Yes,6,Few times a day,No,Yes,8%
Urban,Dhaka,Mixed,8000,1025,1,1100,Yes,6,Few times a day,No,Yes,13%
Urban,Dhaka,Mixed,8000,1800,1,0,Yes,12,Few times a day,No,Yes,23%
Urban,Dhaka,Pucca,15000,860,1,0,Yes,8,Few times a day,No,Yes,6%
Urban,Dhaka,Kaccha,15000,1200,1,1000,Yes,11,Few times a day,No,Yes,8%
Urban,Khulna,Pucca,8000,600,0,1000,Yes,2,Few times a day,No,Yes,8%
Urban,Khulna,Mixed,8000,353,0,0,Yes,2,Few times a day,No,Yes,4%
Urban,Khulna,Mixed,25000,479,0,0,Yes,1,Few times a day,No,Yes,2%
Urban,Khulna,Mixed,45000,700,0,0,Yes,2,Few times a day,Yes,Yes,2%
Urban,Khulna,Mixed,15000,500,0,0,Yes,2,Few times a day,No,Yes,3%
Urban,Khulna,Kaccha,5000,258,0,0,Yes,2,Few times a day,No,Yes,5%
Urban,Khulna,Mixed,25000,200,0,0,Yes,1,Few times a day,No,Yes,1%
Urban,Khulna,Pucca,5000,240,0,0,Yes,2,Few times a day,No,Yes,5%
Urban,Khulna,Kaccha,5000,500,0,0,Yes,2,Few times a day,No,Yes,10%
Urban,Khulna,Mixed,45000,449,0,0,Yes,2,Few times a day,Yes,Yes,1%
Urban,Khulna,Pucca,35000,1000,1,1200,Yes,2,Few times a day,Yes,Yes,3%
Urban,Khulna,Kaccha,8000,1100,1,0,Yes,3,Few times a day,Yes,Yes,14%
Urban,Khulna,Pucca,15000,700,0,1100,Yes,2,Few times a day,Yes,Yes,5%
Urban,Khulna,Mixed,15000,1200,1,1100,Yes,3,Few times a day,Yes,Yes,8%
Urban,Mymensingh,Pucca,25000,957,1,1200,Yes,3,Few times a week,Yes,Yes,4%
Urban,Mymensingh,Pucca,35000,2000,1,1400,Yes,1,Few times a month,No,Yes,6%
Urban,Mymensingh,Pucca,25000,600,0,1050,Yes,10,Few times a day,Yes,Yes,2%
Urban,Mymensingh,Pucca,8000,450,0,0,Yes,12,Few times a day,Yes,Yes,6%
Urban,Mymensingh,Kaccha,25000,250,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Mymensingh,Mixed,45000,340,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rajshahi,Pucca,25000,996,1,0,Yes,2,Few times a day,Yes,Yes,4%
Urban,Rajshahi,Pucca,45000,1000,1,0,Yes,3,Few times a day,No,Yes,2%
Urban,Rajshahi,Pucca,25000,812,1,0,Yes,2,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,707,0,0,Yes,2,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,15000,350,0,0,Yes,3,Few times a day,Yes,Yes,2%
Urban,Rajshahi,Pucca,15000,450,0,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,15000,373,0,0,Yes,2,Few times a day,No,Yes,2%
Urban,Rajshahi,Mixed,25000,783,0,0,Yes,3,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,65000,1500,1,0,Yes,8,Few times a day,Yes,Yes,2%
Urban,Rajshahi,Kaccha,45000,600,0,0,Yes,7,Few times a day,Yes,Yes,1%
Urban,Rajshahi,Pucca,35000,1200,1,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,800,1,0,Yes,7,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Kaccha,15000,500,0,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Pucca,25000,800,1,0,Yes,6,Few times a day,Yes,Yes,3%
Urban,Rajshahi,Kaccha,25000,500,0,0,Yes,7,Few times a day,Yes,Yes,2%
Urban,Rangpur,Mixed,25000,600,0,0,Yes,10,Few times a day,Yes,Yes,2%
Urban,Rangpur,Kaccha,35000,200,0,0,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rangpur,Kaccha,25000,200,0,1300,Yes,10,Few times a day,Yes,Yes,1%
Urban,Rangpur,Kaccha,35000,200,0,0,Yes,10,Few times a day,No,No,1%
Urban,Rangpur,Pucca,15000,750,0,0,Yes,10,Few times a day,Yes,Yes,5%
Urban,Rangpur,Pucca,35000,1000,1,1400,Yes,5,Few times a day,Yes,Yes,3%
Urban,Rangpur,Pucca,45000,1500,1,280,Yes,5,Few times a day,Yes,Yes,3%
Urban,Rangpur,Pucca,25000,500,0,1400,Yes,5,Few times a day,Yes,Yes,2%
Urban,Rangpur,Pucca,35000,500,0,1400,Yes,5,Few times a day,Yes,Yes,1%
Urban,Rangpur,Pucca,45000,700,0,1400,Yes,5,Few times a day,Yes,Yes,2%
Urban,Rangpur,Pucca,35000,400,0,1400,Yes,5,Few times a day,Yes,Yes,1%
Urban,Sylhet,Pucca,45000,800,1,1300,Yes,2,Few times a day,Yes,Yes,2%
Urban,Sylhet,Pucca,45000,800,1,0,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Pucca,25000,500,0,260,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Mixed,35000,653,0,1080,Yes,3,Few times a day,Yes,Yes,2%
Urban,Sylhet,Kaccha,25000,496,0,1100,Yes,8,Few times a day,Yes,Yes,2%
Rural,Barisal,Mixed,35000,2000,1,0,Yes,3,Few times a day,Yes,Yes,6%
Rural,Barisal,Mixed,25000,1700,1,0,Yes,3,Few times a day,No,Yes,7%
Rural,Barisal,Pucca,45000,1500,1,0,Yes,1,Few times a day,Yes,Yes,3%
Rural,Barisal,Pucca,35000,2200,1,190,Yes,6,Few times a day,No,Yes,6%
Rural,Barisal,Kaccha,15000,200,0,0,Yes,4,Few times a day,No,Yes,1%
Rural,Barisal,Kaccha,15000,350,0,0,Yes,4,Few times a day,No,Yes,2%
Rural,Barisal,Kaccha,8000,200,0,0,Yes,3,Few times a day,Yes,Yes,3%
Rural,Barisal,Mixed,25000,570,0,0,Yes,2,Few times a day,No,Yes,2%
Rural,Barisal,Kaccha,25000,700,0,0,Yes,6,Few times a day,Yes,Yes,3%
Rural,Barisal,Kaccha,15000,700,0,0,Yes,2,Few times a day,Yes,Yes,5%
Rural,Barisal,Kaccha,25000,270,0,0,Yes,10,Few times a day,Yes,Yes,1%
Rural,Barisal,Kaccha,25000,600,0,1150,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Kaccha,25000,700,0,1150,Yes,4,Few times a day,Yes,Yes,3%
Rural,Barisal,Kaccha,25000,330,0,0,Yes,4,Few times a day,Yes,Yes,1%
Rural,Barisal,Kaccha,15000,1200,1,1200,Yes,5,Few times a day,Yes,Yes,8%
Rural,Barisal,Pucca,25000,900,1,1300,Yes,3,Few times a day,Yes,Yes,4%
Rural,Barisal,Kaccha,35000,650,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Pucca,15000,700,0,1300,Yes,3,Few times a day,Yes,Yes,5%
Rural,Barisal,Pucca,25000,500,0,1100,Yes,4,Few times a day,Yes,Yes,2%
Rural,Barisal,Pucca,45000,930,1,1200,Yes,4,Few times a day,Yes,Yes,2%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,5,Few times a day,Yes,Yes,3%
Rural,Chattogram,Kaccha,45000,700,0,200,Yes,10,Few times a day,Yes,Yes,2%
Rural,Chattogram,Mixed,25000,1000,1,0,Yes,10,Few times a day,Yes,Yes,4%
Rural,Chattogram,Kaccha,15000,200,0,0,No,,,,,1%
Rural,Chattogram,Kaccha,35000,200,0,0,No,,,,,1%
Rural,Chattogram,Kaccha,8000,200,0,0,No,,,,,3%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,4,Few times a day,Yes,Yes,2%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,15000,500,0,0,Yes,4,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,15000,200,0,0,Yes,10,Few times a day,No,No,1%
Rural,Chattogram,Kaccha,15000,275,0,0,Yes,7,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,No,2%
Rural,Chattogram,Kaccha,15000,400,0,0,Yes,10,Few times a day,No,Yes,3%
Rural,Chattogram,Kaccha,8000,450,0,0,Yes,12,Few times a day,No,Yes,6%
Rural,Chattogram,Kaccha,8000,500,0,0,Yes,10,Few times a day,No,Yes,6%
Rural,Chattogram,Kaccha,15000,1500,1,0,Yes,10,Few times a day,No,Yes,10%
Rural,Chattogram,Kaccha,15000,1000,1,0,Yes,8,Few times a day,Yes,Yes,7%
Rural,Chattogram,Kaccha,15000,800,1,0,Yes,10,Few times a day,No,Yes,5%
Rural,Chattogram,Kaccha,15000,300,0,0,Yes,10,Few times a day,No,Yes,2%
